user_q,std_q,match_label,class_label
"要团级及以上证明吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"25,51"
"护照需要吗,方案答复这一步我需要做什么？",1,1,"9,58"
"我替我家里来办,我是代表我们公司来的",1,1,"11,20"
"我是小区居民,要合法的土地使用证明吗",1,1,"3,47"
"我这里是新盖的,要房屋产权证明吗",1,1,"29,44"
"是我租的房子,要带项目立项及批复吗",1,1,"45,52"
"委托人的身份证明需要吗,是不是需要团级及以上证明",1,1,"12,25"
"国家给了优惠,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗",1,1,"33,41"
"申请受理，我要怎么做,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗",1,1,"5,26"
"要带事业法人证书或组织机构代码证复印件吗,要土地租赁协议及产权人同意报装证明材料吗",1,1,"23,48"
"要带客户有效身份证明吗,我是机关事业单位的",1,1,"7,40"
"我需要带户口簿吗,我代表公司来的",1,1,"10,39"
"我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"56,57"
"要租赁协议复印件及产权人同意报装证明材料吗,要合法的土地使用证明吗",1,1,"46,47"
"您好，我想问一下怎么办电呢,规划批复文件是不是也需要带着？",1,1,"4,32"
"我是代表公司来的,我需要要带有业执照复印件吗",1,1,"20,21"
"我是高压用户,这房子是我租的",1,1,"37,45"
"我是代表机关事业单位来的,要带项目立项及批复吗",1,1,"40,52"
"我是小区居民,需要带客户有效身份证明吗",1,1,"3,7"
"我是代表学校来的,需要带着租赁协议复印件及产权人同意报装证明材料吗",1,1,"22,46"
"我是代表我们公司来的,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"20,57"
"我不是居民,要主体证明吗",1,1,"17,38"
"我需要要带有业执照复印件吗,要带事业法人证书或组织机构代码证复印件吗",1,1,"21,23"
"需要带什么吗,要带客户有效身份证明吗",1,1,"6,7"
"我是非居民,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"17,49"
"要带委托人的身份证明吗,需要带规划部门的批复文件吗",1,1,"12,16"
"装接电表具体指什么,要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗",1,1,"36,41"
"需要带规划部门的批复文件吗,要合法的土地使用证明吗",1,1,"16,47"
"需要带规划部门的批复文件吗,我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗",1,1,"16,18"
"如何办电？,我替我家里来办",1,1,"4,11"
"要带立项、规划批复文件吗,规划批复文件是不是也需要带着？",1,1,"30,32"
"要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,要带着土地租赁协议及产权人同意报装证明材料吗",1,1,"34,48"
"是不是也要主体证明,方案答复这一步我需要做什么？",1,1,"38,58"
"要立项、规划批复文件吗,当时电价有打折",1,1,"30,50"
"要带营业执照复印件吗,是国家优惠价",1,1,"21,33"
"申请受理，我要怎么做,要乡镇及以上政府或规划部门的批复文件吗",1,1,"5,28"
"是我租的房子,装表接电是？",1,1,"45,59"
"您好，我想问一下怎么办电呢,要项目立项及批复吗",1,1,"4,52"
"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"18,51"
"要带客户有效身份证明吗,我是代表公司来的",1,1,"7,20"
"要主体证明吗,要房屋产权证明吗",1,1,"38,44"
"要带委托人的身份证明吗,要合法的土地使用证明吗",1,1,"12,47"
"护照需要吗,要带委托人的身份证明吗",1,1,"9,12"
"申请受理这一步包括什么,装表接电具体指什么",1,1,"5,59"
"当时电价有打折,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"50,51"
"要带委托人的身份证明吗,要上级批准文件吗",1,1,"12,53"
"我不是居民,是国家优惠价",1,1,"17,33"
"我是非居民,要带规划批复文件吗",1,1,"17,32"
"我需要带户口簿吗,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"10,57"
"要带规划批复文件吗,装接电表具体指什么",1,1,"32,36"
"我是代表学校来的,要规划立项",1,1,"22,54"
"我这算是私人宅基地建筑,要主体证明吗",1,1,"15,38"
"我需要要带有业执照复印件吗,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"21,43"
"我家属于宅基地,要上级批准文件、立项批准文件吗",1,1,"15,53"
"您好，我想问一下怎么办电呢,方案答复具体指什么",1,1,"4,58"
"要带委托人的身份证明吗,要项目立项及批复吗",1,1,"12,52"
"我是代表公司来的,要合法的土地使用证明吗",1,1,"20,47"
"要带着土地租赁协议及产权人同意报装证明材料吗,要项目立项及批复吗",1,1,"48,52"
"我这算是私人宅基地建筑,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗",1,1,"15,34"
"我是高压用户,要项目立项及批复吗",1,1,"37,52"
"要带事业法人证书或组织机构代码证复印件吗,装接电表是？",1,1,"23,36"
"我需要带客户有效身份证明吗,我是代表公司来的",1,1,"7,20"
"我是小区居民,替我朋友来办",1,1,"3,11"
"要带委托授权书吗,需要带政府的批复文件吗",1,1,"13,16"
"我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"51,57"
"要带项目立项及批复吗,要上级批准文件吗",1,1,"52,53"
"我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,要主体证明吗",1,1,"26,38"
"需要带房产证吗,要乡镇及以上政府或规划部门的批复文件吗",1,1,"14,28"
"我是军队的,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗",1,1,"24,34"
"您好，我想问一下怎么办电呢,是我租的房子",1,1,"4,45"
"要租赁协议复印件及产权人同意报装证明材料吗,方案答复具体指什么",1,1,"46,58"
"要立项、规划批复文件吗,是我租的房子",1,1,"30,45"
"需要带什么吗,当时电价有打折",1,1,"6,50"
"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带立项、规划批复文件吗",1,1,"18,30"
"我家属于宅基地,装接电表是？",1,1,"15,36"
"需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗,装表接电具体指什么",1,1,"43,59"
"您好，我想问一下怎么办电呢,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"4,49"
"我这算是私人宅基地建筑,我代表公司来的",1,1,"15,39"
"要事业法人证书或组织机构代码证复印件吗,这房子是我租的",1,1,"23,45"
"要带身份证吗,我是军队的",1,1,"8,24"
"要带身份证吗,要建设工程规划许可证及附件吗",1,1,"8,55"
"要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"34,49"
"需要带什么吗,我这算是私人宅基地建筑",1,1,"6,15"
"要带规划批复文件吗,装接电表是？",1,1,"32,36"
"委托人的身份证明需要吗,要乡镇及以上政府或规划部门的批复文件吗",1,1,"12,28"
"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我是机关事业单位的",1,1,"18,40"
"我在我们村里办电,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"27,43"
"我是小区用户,如何办电？",1,1,"3,4"
"我替我家里来办,我需要要带有效营业执照复印件吗",1,1,"11,19"
"我是代表学校来的,要主体证明吗",1,1,"22,38"
"要房屋产权证明吗,我需要带着租赁协议复印件及产权人同意报装证明材料吗",1,1,"44,46"
"我不是居民,装表接电具体指什么",1,1,"17,59"
"我属于企业,要合法的土地使用证明吗",1,1,"39,47"
"我需要带身份证吗,要建设工程规划许可证及附件吗",1,1,"8,55"
"我家属于宅基地,要立项、规划批复文件吗",1,1,"15,30"
"外部工程施工具体指什么,要上级批准文件、立项批准文件吗",1,1,"35,53"
"要带客户有效身份证明吗,需要带立项文件吗",1,1,"7,31"
"我是军队的,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"24,57"
"要带客户有效身份证明吗,外部工程施工具体指什么",1,1,"7,35"
"我是小区居民,需要要带有效营业执照复印件吗",1,1,"3,19"
"我这里是新建的,是国家优惠电价",1,1,"29,50"
"我需要拿户口簿吗,这房子是我租的",1,1,"10,45"
"护照需要吗,要房屋产权证明吗",1,1,"9,44"
"要带有效营业执照复印件吗,需要带立项文件吗",1,1,"19,31"
"我不是居民,外部工程施工具体指什么",1,1,"17,35"
"我需要带户口簿吗,要带项目立项及批复吗",1,1,"10,52"
"带什么呢,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"6,51"
"要带营业执照复印件吗,需不需要乡镇及以上政府或规划部门的批复文件",1,1,"21,28"
"申请受理，我要怎么做,要土地租赁协议及产权人同意报装证明材料吗",1,1,"5,48"
"需不需要报装申请资料,我需要带着租赁协议复印件及产权人同意报装证明材料吗",1,1,"42,46"
"方案答复具体指什么,装表接电具体指什么",1,1,"58,59"
"我代表公司来的,我需要带建设工程规划许可证及附件吗",1,1,"39,55"
"我在我们村里办电,要合法的土地使用证明吗",1,1,"27,47"
"我是非居民,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户",1,1,"17,56"
"我替我家里来办,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"11,51"
"申请受理这一步包括什么,我家属于宅基地",1,1,"5,15"
"申请受理，我要怎么做,我这里是新建的",1,1,"5,29"
"要合法的土地使用证明吗,要建设工程规划许可证及附件吗",1,1,"47,55"
"要带营业执照复印件吗,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"21,49"
"您好，我想问一下怎么办电呢,装表接电具体指什么",1,1,"4,59"
"我需要带护照吗,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗",1,1,"9,26"
"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,需要带着租赁协议复印件及产权人同意报装证明材料吗",1,1,"18,46"
"我需要要带有效营业执照复印件吗,国家给了优惠",1,1,"19,33"
"委托授权书也要吗,要带项目立项及批复吗",1,1,"13,52"
"要带客户有效身份证明吗,是国家优惠价",1,1,"7,33"
"规划批复文件是不是也需要带着？,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"32,49"
"是不是需要团级及以上证明,要上级批准文件吗",1,1,"25,53"
"我需要拿户口簿吗,是我租的房子",1,1,"10,45"
"我需要拿户口簿吗,要房屋产权证明嘛",1,1,"10,44"
"我是代表公司来的,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"20,51"
"我是非居民,装接电表是？",1,1,"17,36"
"低压用户,护照需要吗",1,1,"2,9"
"我是小区用户,这里是新盖的",1,1,"3,29"
"我替我家里来办,是我租的房子",1,1,"11,45"
"要上级批准文件、立项批准文件吗,装表接电具体指什么",1,1,"53,59"
"是国家优惠电价,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"50,51"
"要带委托人的身份证明吗,要带事业法人证书或组织机构代码证复印件吗",1,1,"12,23"
"我是高压用户,要主体证明吗",1,1,"37,38"
"要带营业执照复印件吗,要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗",1,1,"21,41"
"我不是居民,要带立项、规划批复文件吗",1,1,"17,30"
"要报装申请资料吗,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"42,57"
"是我租的房子,要规划立项",1,1,"45,54"
"如何办电？,我在我们村里办电",1,1,"4,27"
"我这里是新建的,这房子是我租的",1,1,"29,45"
"需要带规划部门的批复文件吗,要租赁协议复印件及产权人同意报装证明材料吗",1,1,"16,46"
"我是小区用户,要带有效营业执照复印件吗",1,1,"3,19"
"我需要要带有效营业执照复印件吗,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗",1,1,"19,26"
"我需要带护照吗,我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗",1,1,"9,26"
"您好，我想问一下怎么办电呢,我替我朋友来办",1,1,"4,11"
"要带客户有效身份证明吗,我是高压用户",1,1,"7,37"
"我是军队的,是我租的房子",1,1,"24,45"
"我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"26,43"
"我是军队的,是国家优惠价",1,1,"24,33"
"需要带规划部门的批复文件吗,要规划立项",1,1,"16,54"
"要乡镇及以上政府或规划部门的批复文件吗,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"28,43"
"我需要要带有效营业执照复印件吗,要带项目立项及批复吗",1,1,"19,52"
"委托授权书也要吗,我是高压用户",1,1,"13,37"
"带什么呢,我是代表学校来的",1,1,"6,22"
"我需要带户口簿吗,我需要要带有效营业执照复印件吗",1,1,"10,19"
"我替我朋友来办,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"11,51"
"我需要要带有业执照复印件吗,我代表公司来的",1,1,"21,39"
"如何办电？,我需要带护照吗",1,1,"4,9"
"要带身份证吗,需不需要报装申请资料",1,1,"8,42"
"委托授权书也要吗,要合法的土地使用证明吗",1,1,"13,47"
"需不需要乡镇及以上政府或规划部门的批复文件,我需要带建设工程规划许可证及附件吗",1,1,"28,55"
"我是代表学校来的,方案答复具体指什么",1,1,"22,58"
"要带有效营业执照复印件吗,我需要带建设工程规划许可证及附件吗",1,1,"19,55"
"需要带房产证吗,我是代表我们公司来的",1,1,"14,20"
"我是代表机关事业单位来的,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"40,49"
"我需要带客户有效身份证明吗,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"7,43"
"我这里是新建的,要土地租赁协议及产权人同意报装证明材料吗",1,1,"29,48"
"要上级批准文件吗,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"53,57"
"这房子是我租的,要租赁协议复印件及产权人同意报装证明材料吗",1,1,"45,46"
"要带客户有效身份证明吗,是我租的房子",1,1,"7,45"
"需要带什么吗,要带营业执照复印件吗",1,1,"6,21"
"我需要带身份证吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗",1,1,"8,34"
"我属于企业,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"39,43"
"我是代表公司来的,装表接电是？",1,1,"20,59"
"要带客户有效身份证明吗,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"7,57"
"带什么呢,需不需要报装申请资料",1,1,"6,42"
"要带委托授权书吗,我这里是新盖的",1,1,"13,29"
"需要带房产证吗,装表接电是？",1,1,"14,59"
"我需要带护照吗,装接电表具体指什么",1,1,"9,36"
"高压,我需要带着租赁协议复印件及产权人同意报装证明材料吗",1,1,"37,46"
"装接电表是？,要上级批准文件、立项批准文件吗",1,1,"36,53"
"我属于企业,要合法的土地使用证明吗",1,1,"39,47"
"要土地租赁协议及产权人同意报装证明材料吗,要带项目立项及批复吗",1,1,"48,52"
"需要带政府的批复文件吗,要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗",1,1,"16,18"
"带什么呢,要合法的土地使用证明吗",1,1,"6,47"
"要带有效营业执照复印件吗,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗",1,1,"19,41"
"要乡镇及以上政府或规划部门的批复文件吗,要租赁协议复印件及产权人同意报装证明材料吗",1,1,"28,46"
"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"18,43"
"我需要拿户口簿吗,装表接电是？",1,1,"10,59"
"需要带政府的批复文件吗,我不是居民",1,1,"16,17"
"要带委托授权书吗,我是机关事业单位的",1,1,"13,40"
"我是代表机关事业单位来的,要土地租赁协议及产权人同意报装证明材料吗",1,1,"40,48"
"我这算是私人宅基地建筑,我是军队的",1,1,"15,24"
"需要带房产证吗,规划批复文件是不是也需要带着？",1,1,"14,32"
"装接电表是？,是不是也要主体证明",1,1,"36,38"
"我需要带户口簿吗,是国家优惠电价",1,1,"10,50"
"要带客户有效身份证明吗,装接电表是？",1,1,"7,36"
"要带身份证吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗",1,1,"8,34"
"您好，我想问一下怎么办电呢,需要带身份证吗",1,1,"4,8"
"要立项、规划批复文件吗,要上级批准文件、立项批准文件吗",1,1,"30,53"
"需要带租赁协议复印件吗,我需要带着租赁协议复印件及产权人同意报装证明材料吗",1,1,"14,46"
"需要带什么吗,我在我们村里办电",1,1,"6,27"
"低压用户,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"2,57"
"是国家优惠价,要带着土地租赁协议及产权人同意报装证明材料吗",1,1,"33,48"
"要带事业法人证书或组织机构代码证复印件吗,当时电价有打折",1,1,"23,50"
"我是军队的,装接电表是？",1,1,"24,36"
"我家属于宅基地,要房屋产权证明嘛",1,1,"15,44"
"要项目立项及批复吗,我是做钢铁的",1,1,"52,56"
"我这里是新盖的,高压",1,1,"29,37"
"您好，我想问一下怎么办电呢,委托人的身份证明需要吗",1,1,"4,12"
"要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,要项目立项及批复吗",1,1,"34,52"
"要带委托授权书吗,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗",1,1,"13,41"
"我是代表机关事业单位来的,需不需要报装申请资料",1,1,"40,42"
"我是机关事业单位的,需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"40,57"
"我这算是私人宅基地建筑,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"15,51"
"委托授权书也要吗,是国家优惠价",1,1,"13,33"
"我是小区用户,需要带着租赁协议复印件及产权人同意报装证明材料吗",1,1,"3,46"
"我需要带护照吗,需要带房产证吗",1,1,"9,14"
"您好，我想问一下怎么办电呢,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"4,51"
"需要带政府的批复文件吗,我在我们村里办电",1,1,"16,27"
"申请受理，我要怎么做,我属于企业",1,1,"5,39"
"国家给了优惠,我是代表机关事业单位来的",1,1,"33,40"
"低压,要带客户有效身份证明吗",1,1,"2,7"
"要乡镇及以上政府或规划部门的批复文件吗,我代表公司来的",1,1,"28,39"
"我需要带着租赁协议复印件及产权人同意报装证明材料吗,要合法的土地使用证明吗",1,1,"46,47"
"我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,要房屋产权证明吗",1,1,"26,44"
"我需要要带有业执照复印件吗,我是机关事业单位的",1,1,"21,40"
"需不需要报装申请资料,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"42,51"
"我需要带客户有效身份证明吗,要租赁协议复印件及产权人同意报装证明材料吗",1,1,"7,46"
"申请受理，我要怎么做,装接电表是？",1,1,"5,36"
"申请受理这一步包括什么,我这算是私人宅基地建筑",1,1,"5,15"
"申请受理这一步包括什么,带什么",1,1,"5,6"
"我这算是私人宅基地建筑,要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗",1,1,"15,18"
"我替我家里来办,要立项、规划批复文件吗",1,1,"11,30"
"要团级及以上证明吗,是国家优惠电价",1,1,"25,50"
"护照需要吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"9,51"
"我需要带身份证吗,要乡镇及以上政府或规划部门的批复文件吗",1,1,"8,28"
"我是代表学校来的,外部工程施工指什么",1,1,"22,35"
"我在我们村里办电,方案答复具体指什么",1,1,"27,58"
"需要带规划部门的批复文件吗,装接电表是？",1,1,"16,36"
"申请受理，我要怎么做,我这算是私人宅基地建筑",1,1,"5,15"
"要带营业执照复印件吗,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"21,57"
"要带客户有效身份证明吗,要报装申请资料吗",1,1,"7,42"
"需不需要乡镇及以上政府或规划部门的批复文件,要立项、规划批复文件吗",1,1,"28,30"
"委托人的身份证明需要吗,我在我们村里办电",1,1,"12,27"
"低压,我是小区居民",1,1,"2,3"
"要立项、规划批复文件吗,装接电表具体指什么",1,1,"30,36"
"委托授权书也要吗,需要带规划部门的批复文件吗",1,1,"13,16"
"如何办电？,这房子是我租的",1,1,"4,45"
"我需要带客户有效身份证明吗,我是高压用户",1,1,"7,37"
"委托授权书也要吗,当时电价有打折",1,1,"13,50"
"我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,方案答复这一步我需要做什么？",1,1,"56,58"
"我替我朋友来办,要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗",1,1,"11,41"
"我需要带身份证吗,我这里是新盖的",1,1,"8,29"
"委托人的身份证明需要吗,我家属于宅基地",1,1,"12,15"
"需要带租赁协议复印件吗,是不是需要团级及以上证明",1,1,"14,25"
"我这里是新建的,国家给了优惠",1,1,"29,33"
"这房子是我租的,方案答复这一步我需要做什么？",1,1,"45,58"
"要房屋产权证明吗,是国家优惠电价",1,1,"44,50"
"要乡镇及以上政府或规划部门的批复文件吗,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"28,57"
"要带委托人的身份证明吗,要带营业执照复印件吗",1,1,"12,21"
"我是军队的,要合法的土地使用证明吗",1,1,"24,47"
"要房屋产权证明嘛,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"44,51"
"我是军队的,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"24,43"
"我是代表学校来的,装表接电是？",1,1,"22,59"
"申请受理这一步包括什么,我是代表我们公司来的",1,1,"5,20"
"低压用户,我需要带护照吗",1,1,"2,9"
"要带有效营业执照复印件吗,要带着土地租赁协议及产权人同意报装证明材料吗",1,1,"19,48"
"需要带租赁协议复印件吗,要团级及以上证明吗",1,1,"14,25"
"申请受理，我要怎么做,要团级及以上证明吗",1,1,"5,25"
"要带规划批复文件吗,当时电价有打折",1,1,"32,50"
"我是代表公司来的,装接电表具体指什么",1,1,"20,36"
"要带事业法人证书或组织机构代码证复印件吗,我是军队的",1,1,"23,24"
"我是小区用户,装接电表具体指什么",1,1,"3,36"
"要带营业执照复印件吗,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"21,43"
"需要带规划部门的批复文件吗,我是机关事业单位的",1,1,"16,40"
"需要带立项文件吗,我需要带建设工程规划许可证及附件吗",1,1,"31,55"
"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"18,49"
"要带立项、规划批复文件吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"30,51"
"要带委托人的身份证明吗,我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗",1,1,"12,18"
"护照需要吗,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"9,57"
"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要团级及以上证明吗",1,1,"18,25"
"带什么呢,我家属于宅基地",1,1,"6,15"
"申请受理，我要怎么做,这里是新盖的",1,1,"5,29"
"要带委托人的身份证明吗,我是代表学校来的",1,1,"12,22"
"要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,装表接电具体指什么",1,1,"34,59"
"装接电表具体指什么,要规划立项",1,1,"36,54"
"我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,方案答复这一步我需要做什么？",1,1,"34,58"
"我这里是新建的,方案答复这一步我需要做什么？",1,1,"29,58"
"我需要拿户口簿吗,是不是需要团级及以上证明",1,1,"10,25"
"我需要带着租赁协议复印件及产权人同意报装证明材料吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"46,51"
"我是小区居民,带什么",1,1,"3,6"
"要乡镇及以上政府或规划部门的批复文件吗,要上级批准文件吗",1,1,"28,53"
"我在我们村里办电,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗",1,1,"27,34"
"我是小区用户,要项目立项及批复吗",1,1,"3,52"
"要带身份证吗,我需要带着租赁协议复印件及产权人同意报装证明材料吗",1,1,"8,46"
"我家属于宅基地,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗",1,1,"15,41"
"外部工程施工指什么,要房屋产权证明吗",1,1,"35,44"
"要带立项、规划批复文件吗,要带规划批复文件吗",1,1,"30,32"
"要报装申请资料吗,当时电价有打折",1,1,"42,50"
"高压,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"37,43"
"我是军队的,装接电表具体指什么",1,1,"24,36"
"我这里是新建的,是不是也要主体证明",1,1,"29,38"
"当时电价有打折,要项目立项及批复吗",1,1,"50,52"
"我是低压用户,外部工程施工具体指什么",1,1,"2,35"
"我是机关事业单位的,外部工程施工具体指什么",1,1,"40,35"
"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要建设工程规划许可证及附件吗",1,1,"18,55"
"国家给了优惠,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"33,57"
"我这里是新盖的,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"29,43"
"要事业法人证书或组织机构代码证复印件吗,要带项目立项及批复吗",1,1,"23,52"
"要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,需不需要乡镇及以上政府或规划部门的批复文件",1,1,"26,28"
"我这算是私人宅基地建筑,我需要带建设工程规划许可证及附件吗",1,1,"15,55"
"要合法的土地使用证明吗,要规划立项",1,1,"47,54"
"需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"43,49"
"我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗,要建设工程规划许可证及附件吗",1,1,"51,55"
"要带规划批复文件吗,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"32,49"
"需要带规划部门的批复文件吗,方案答复具体指什么",1,1,"16,58"
"我是军队的,要乡镇及以上政府或规划部门的批复文件吗",1,1,"24,28"
"我这算是私人宅基地建筑,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"15,57"
"要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,国家给了优惠",1,1,"26,33"
