id,class_name,std_q,user_q,class_id
46,主体证明,需要主体证明吗,要主体证明吗,38
46,主体证明,需要主体证明吗,是不是也要主体证明,38
46,主体证明,需要主体证明吗,我只有主题证明行吗,38
46,主体证明,需要主体证明吗,我只有主题证明可以吗,38
46,主体证明,需要主体证明吗,需不需要主题证明？,38
46,主体证明,需要主体证明吗,主体证明，要带嘛,38
46,主体证明,需要主体证明吗,主体证明需要带吗,38
46,主体证明,需要主体证明吗,主体证明是不是也要？,38
46,主体证明,需要主体证明吗,带了主体证明,38
46,主体证明,需要主体证明吗,请问需要带主体证明吗,38
48,企业,我属于企业,我属于企业,39
48,企业,我属于企业,我代表公司来的,39
48,企业,我属于企业,我是公司人员,39
48,企业,我属于企业,我们公司派我来的,39
48,企业,我属于企业,我给我们公司办,39
48,企业,我属于企业,我是京东的,39
48,企业,我属于企业,我是滴滴的,39
48,企业,我属于企业,我是谷歌的,39
48,企业,我属于企业,我是修正药业的,39
48,企业,我属于企业,我是宝洁员工,39
50,机关事业单位或其他非营利组织,我属于机关事业单位或其他非营利组织,我是机关事业单位的,40
50,机关事业单位或其他非营利组织,我属于机关事业单位或其他非营利组织,我是代表机关事业单位来的,40
50,机关事业单位或其他非营利组织,我属于机关事业单位或其他非营利组织,我是北师大的,40
50,机关事业单位或其他非营利组织,我属于机关事业单位或其他非营利组织,我是北京师范大学的,40
50,机关事业单位或其他非营利组织,我属于机关事业单位或其他非营利组织,我是北京语言大学的,40
50,机关事业单位或其他非营利组织,我属于机关事业单位或其他非营利组织,我是北大的,40
50,机关事业单位或其他非营利组织,我属于机关事业单位或其他非营利组织,我是北京大学的,40
50,机关事业单位或其他非营利组织,我属于机关事业单位或其他非营利组织,我是红十字协会的,40
50,机关事业单位或其他非营利组织,我属于机关事业单位或其他非营利组织,我是北医三院的,40
50,机关事业单位或其他非营利组织,我属于机关事业单位或其他非营利组织,我是国家图书馆的工作人员,40
54,企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件,需要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,41
54,企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件,需要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,41
54,企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件,需要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,需要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,41
54,企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件,需要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,需不需要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,41
54,企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件,需要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,需要带企业法定代表人身份证复印件吗,41
54,企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件,需要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,要带企业法定代表人身份证复印件吗,41
54,企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件,需要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,需要带法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,41
54,企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件,需要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,要带着被授权经办的身份证复印件吗,41
54,企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件,需要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,需要被授权经办的身份证复印件吗,41
54,企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件,需要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,企业法定代表人身份证复印件呢,41
55,报装申请资料,需要报装申请资料吗,要报装申请资料吗,42
55,报装申请资料,需要报装申请资料吗,需不需要报装申请资料,42
55,报装申请资料,需要报装申请资料吗,我只带了报装申请资料,42
55,报装申请资料,需要报装申请资料吗,现在我只有报装申请资料,42
55,报装申请资料,需要报装申请资料吗,报装申请资料需要拿着吗,42
55,报装申请资料,需要报装申请资料吗,报装申请资料一定得带着吗,42
55,报装申请资料,需要报装申请资料吗,报装申请资料也需要带吗,42
55,报装申请资料,需要报装申请资料吗,需要带着报装申请资料嘛,42
55,报装申请资料,需要报装申请资料吗,要带报装申请资料吗,42
55,报装申请资料,需要报装申请资料吗,请问报装申请资料需要带吗,42
56,客户用电报装申请书、客户用电设备信息登记表（动力、照明）,需要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗,43
56,客户用电报装申请书、客户用电设备信息登记表（动力、照明）,需要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗,43
56,客户用电报装申请书、客户用电设备信息登记表（动力、照明）,需要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗,要带着户用电报装申请书、客户用电设备信息登记表（动力、照明）吗,43
56,客户用电报装申请书、客户用电设备信息登记表（动力、照明）,需要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗,要拿着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗,43
56,客户用电报装申请书、客户用电设备信息登记表（动力、照明）,需要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗,要拿着客户用电报装申请书吗,43
56,客户用电报装申请书、客户用电设备信息登记表（动力、照明）,需要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗,要带着客户用电设备信息登记表（动力、照明）吗,43
56,客户用电报装申请书、客户用电设备信息登记表（动力、照明）,需要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗,客户用电设备信息登记表（动力、照明）需要吗,43
56,客户用电报装申请书、客户用电设备信息登记表（动力、照明）,需要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗,客户用电报装申请书也要吗,43
56,客户用电报装申请书、客户用电设备信息登记表（动力、照明）,需要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗,客户用电报装申请书是不是也要,43
56,客户用电报装申请书、客户用电设备信息登记表（动力、照明）,需要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗,需不需要客户用电设备信息登记表（动力、照明）,43
57,房屋产权证明,需要房屋产权证明吗,要房屋产权证明吗,44
57,房屋产权证明,需要房屋产权证明吗,要房屋产权证明嘛,44
57,房屋产权证明,需要房屋产权证明吗,房屋产权证明呢,44
57,房屋产权证明,需要房屋产权证明吗,要带着房屋产权证明嘛,44
57,房屋产权证明,需要房屋产权证明吗,要带着房屋产权证明是吗？,44
57,房屋产权证明,需要房屋产权证明吗,需不需要拿房屋产权证明,44
57,房屋产权证明,需要房屋产权证明吗,需不需要带房屋产权证明,44
57,房屋产权证明,需要房屋产权证明吗,房屋产权证明是不是也要,44
57,房屋产权证明,需要房屋产权证明吗,房屋产权证明是不是也需要带着,44
57,房屋产权证明,需要房屋产权证明吗,请问需要房屋产权证明吗,44
58,租赁,我属于租赁,这房子是我租的,45
58,租赁,我属于租赁,是我租的房子,45
58,租赁,我属于租赁,我去年组的房子,45
58,租赁,我属于租赁,这是我租的,45
58,租赁,我属于租赁,我替房东来的,45
58,租赁,我属于租赁,这房子是我租的,45
58,租赁,我属于租赁,租房,45
58,租赁,我属于租赁,是我租的,45
58,租赁,我属于租赁,我不是房主，我是租客,45
58,租赁,我属于租赁,这是我在自如租的,45
59,租赁协议复印件及产权人同意报装证明材料,需要租赁协议复印件及产权人同意报装证明材料吗,要租赁协议复印件及产权人同意报装证明材料吗,46
59,租赁协议复印件及产权人同意报装证明材料,需要租赁协议复印件及产权人同意报装证明材料吗,我需要带着租赁协议复印件及产权人同意报装证明材料吗,46
59,租赁协议复印件及产权人同意报装证明材料,需要租赁协议复印件及产权人同意报装证明材料吗,我需要带租赁协议复印件及产权人同意报装证明材料吗,46
59,租赁协议复印件及产权人同意报装证明材料,需要租赁协议复印件及产权人同意报装证明材料吗,需要租赁协议复印件及产权人同意报装证明材料嘛,46
59,租赁协议复印件及产权人同意报装证明材料,需要租赁协议复印件及产权人同意报装证明材料吗,请问我需要租赁协议复印件及产权人同意报装证明材料吗,46
59,租赁协议复印件及产权人同意报装证明材料,需要租赁协议复印件及产权人同意报装证明材料吗,租赁协议复印件和产权人同意报装证明材料都要吗,46
59,租赁协议复印件及产权人同意报装证明材料,需要租赁协议复印件及产权人同意报装证明材料吗,我需要带租赁协议复印件吗,46
59,租赁协议复印件及产权人同意报装证明材料,需要租赁协议复印件及产权人同意报装证明材料吗,我需要带着产权人同意报装证明材料吗,46
59,租赁协议复印件及产权人同意报装证明材料,需要租赁协议复印件及产权人同意报装证明材料吗,产权人同意报装证明材料是不是也要？,46
59,租赁协议复印件及产权人同意报装证明材料,需要租赁协议复印件及产权人同意报装证明材料吗,租赁协议复印件呢？,46
60,合法的土地使用证明,需要合法的土地使用证明吗,要合法的土地使用证明吗,47
60,合法的土地使用证明,需要合法的土地使用证明吗,要合法的土地使用证明吗,47
60,合法的土地使用证明,需要合法的土地使用证明吗,要国有土地使用证吗,47
60,合法的土地使用证明,需要合法的土地使用证明吗,需要合法的土地使用证明吗,47
60,合法的土地使用证明,需要合法的土地使用证明吗,需要国有土地使用证吗,47
60,合法的土地使用证明,需要合法的土地使用证明吗,合法的土地使用证明要带着吗,47
60,合法的土地使用证明,需要合法的土地使用证明吗,合法的土地使用证明需不需要？,47
60,合法的土地使用证明,需要合法的土地使用证明吗,合法的土地使用证明要吗,47
60,合法的土地使用证明,需要合法的土地使用证明吗,我需要拿着合法的土地使用证明吗,47
60,合法的土地使用证明,需要合法的土地使用证明吗,我需带着国有土地使用证吗,47
62,国有土地使用证，土地租赁协议及产权人同意报装证明材料,需要国有土地使用证，土地租赁协议及产权人同意报装证明材料吗,要土地租赁协议及产权人同意报装证明材料吗,48
62,国有土地使用证，土地租赁协议及产权人同意报装证明材料,需要国有土地使用证，土地租赁协议及产权人同意报装证明材料吗,要带着土地租赁协议及产权人同意报装证明材料吗,48
62,国有土地使用证，土地租赁协议及产权人同意报装证明材料,需要国有土地使用证，土地租赁协议及产权人同意报装证明材料吗,需要带着国有土地使用证吗,48
62,国有土地使用证，土地租赁协议及产权人同意报装证明材料,需要国有土地使用证，土地租赁协议及产权人同意报装证明材料吗,土地租赁协议及产权人同意报装证明材料都要吗,48
62,国有土地使用证，土地租赁协议及产权人同意报装证明材料,需要国有土地使用证，土地租赁协议及产权人同意报装证明材料吗,土地租赁协议及产权人同意报装证明材料都需要的吗,48
62,国有土地使用证，土地租赁协议及产权人同意报装证明材料,需要国有土地使用证，土地租赁协议及产权人同意报装证明材料吗,要带着土地租赁协议吗,48
62,国有土地使用证，土地租赁协议及产权人同意报装证明材料,需要国有土地使用证，土地租赁协议及产权人同意报装证明材料吗,需要国有土地使用证吗,48
62,国有土地使用证，土地租赁协议及产权人同意报装证明材料,需要国有土地使用证，土地租赁协议及产权人同意报装证明材料吗,要产权人同意报装证明材料吗,48
62,国有土地使用证，土地租赁协议及产权人同意报装证明材料,需要国有土地使用证，土地租赁协议及产权人同意报装证明材料吗,需要产权人同意报装证明材料吗,48
62,国有土地使用证，土地租赁协议及产权人同意报装证明材料,需要国有土地使用证，土地租赁协议及产权人同意报装证明材料吗,土地租赁协议及产权人同意报装证明材料都得要吗,48
64,由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明,需要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗,49
64,由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明,需要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗,49
64,由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明,需要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗,请问需要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗,49
64,由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明,需要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗,由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明，这个需要吗,49
64,由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明,需要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗,由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明也需要吗,49
64,由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明,需要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗,需不需要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗,49
64,由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明,需要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗,由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明也是需要的吗,49
64,由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明,需要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗,由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明需要吗,49
64,由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明,需要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗,由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明是不是也要？,49
64,由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明,需要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗,所在乡、镇或乡镇以上级别政府部门根据所辖权限开据的证明也得带着？,49
67,国家优惠电价,属于国家优惠电价,是国家优惠电价,50
67,国家优惠电价,属于国家优惠电价,当时电价有打折,50
67,国家优惠电价,属于国家优惠电价,电价打折了,50
67,国家优惠电价,属于国家优惠电价,属于优惠电价,50
67,国家优惠电价,属于国家优惠电价,电价有优惠哦,50
67,国家优惠电价,属于国家优惠电价,七折电价,50
67,国家优惠电价,属于国家优惠电价,电价打了折,50
67,国家优惠电价,属于国家优惠电价,五折电价,50
67,国家优惠电价,属于国家优惠电价,八折电价,50
67,国家优惠电价,属于国家优惠电价,当时电价有优惠,50
68,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）,需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗,51
68,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）,需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗,51
68,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）,需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗,需要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）,51
68,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）,需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗,需要拿着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗,51
68,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）,需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）也要吗,51
68,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）,需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗,需要带政府有关部门核发的资质证明吗,51
68,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）,需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗,需要带政府有关部门核发的资质证明和公益证明吗,51
68,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）,需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗,需要准备政府有关部门核发的资质证明和公益证明吗,51
68,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）,需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗,需不需要政府有关部门核发公益证明,51
68,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）,需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗,需要带着政府有关部门核发的资质证明嘛,51
69,项目立项及批复,需要项目立项及批复吗,要项目立项及批复吗,52
69,项目立项及批复,需要项目立项及批复吗,要带项目立项及批复吗,52
69,项目立项及批复,需要项目立项及批复吗,需要带项目立项及批复吗,52
69,项目立项及批复,需要项目立项及批复吗,要带着项目立项及批复吗,52
69,项目立项及批复,需要项目立项及批复吗,需要带着项目立项及批复吗,52
69,项目立项及批复,需要项目立项及批复吗,项目立项及批复也需要吗,52
69,项目立项及批复,需要项目立项及批复吗,要准备项目立项及批复吗,52
69,项目立项及批复,需要项目立项及批复吗,项目立项及批复也要准备吗,52
69,项目立项及批复,需要项目立项及批复吗,我需要带着项目立项及批复吗,52
69,项目立项及批复,需要项目立项及批复吗,需不需要项目立项及批复吗,52
70,上级批准文件、立项批准文件,需要上级批准文件、立项批准文件吗,要上级批准文件、立项批准文件吗,53
70,上级批准文件、立项批准文件,需要上级批准文件、立项批准文件吗,要上级批准文件吗,53
70,上级批准文件、立项批准文件,需要上级批准文件、立项批准文件吗,需要上级批准文件吗,53
70,上级批准文件、立项批准文件,需要上级批准文件、立项批准文件吗,要带上级批准文件吗,53
70,上级批准文件、立项批准文件,需要上级批准文件、立项批准文件吗,要带着上级批准文件吗,53
70,上级批准文件、立项批准文件,需要上级批准文件、立项批准文件吗,要带着立项批准文件吗,53
70,上级批准文件、立项批准文件,需要上级批准文件、立项批准文件吗,需不需要立项批准文件吗,53
70,上级批准文件、立项批准文件,需要上级批准文件、立项批准文件吗,需不需要带着立项批准文件吗,53
70,上级批准文件、立项批准文件,需要上级批准文件、立项批准文件吗,上级批准文件和立项批准文件都需要吗,53
70,上级批准文件、立项批准文件,需要上级批准文件、立项批准文件吗,上级批准文件和立项批准文件呢,53
71,需要规划立项,需要规划立项,要规划立项,54
72,建设工程规划许可证及附件,需要建设工程规划许可证及附件吗,要建设工程规划许可证及附件吗,55
72,建设工程规划许可证及附件,需要建设工程规划许可证及附件吗,我需要带建设工程规划许可证及附件吗,55
72,建设工程规划许可证及附件,需要建设工程规划许可证及附件吗,需不需要建设工程规划许可证及附件,55
72,建设工程规划许可证及附件,需要建设工程规划许可证及附件吗,建设工程规划许可证及附件也要带着吗,55
72,建设工程规划许可证及附件,需要建设工程规划许可证及附件吗,要建设工程规划许可证吗,55
72,建设工程规划许可证及附件,需要建设工程规划许可证及附件吗,需要建设工程规划许可证吗,55
72,建设工程规划许可证及附件,需要建设工程规划许可证及附件吗,要建设工程规划许可证附件吗,55
72,建设工程规划许可证及附件,需要建设工程规划许可证及附件吗,需要要建设工程规划许可证附件吗,55
72,建设工程规划许可证及附件,需要建设工程规划许可证及附件吗,建设工程规划许可证附件也要吗,55
72,建设工程规划许可证及附件,需要建设工程规划许可证及附件吗,建设工程规划许可证附件也要带着吗,55
73,钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,56
73,钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,我是做钢铁的,56
73,钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,我是做电解铝的,56
73,钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,我是做铁合金的,56
73,钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,我是水泥行业的,56
73,钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,我是电石行业的,56
73,钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,我是做烧碱的,56
73,钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,我是做黄磷的,56
73,钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,我是锌冶炼行业的,56
73,钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户,我属于高耗能行业客户,56
74,相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等,需要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗,57
74,相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等,需要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗,57
74,相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等,需要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗,我要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等嘛,57
74,相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等,需要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗,我需不需要带着相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等？,57
74,相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等,需要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗,需不需要带着环境评估报告？,57
74,相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等,需要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗,相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等都需要吗,57
74,相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等,需要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗,生产许可证需要嘛？,57
74,相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等,需要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗,相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等也要吗,57
74,相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等,需要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗,请问需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等嘛,57
74,相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等,需要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗,相关政府部门批准的许可文件需要吗,57
75,方案答复,方案答复这一步怎么做,方案答复具体指什么,58
75,方案答复,方案答复这一步怎么做,方案答复这一步我需要做什么？,58
75,方案答复,方案答复这一步怎么做,方案答复不太清楚怎么做,58
75,方案答复,方案答复这一步怎么做,方案答复是？,58
75,方案答复,方案答复这一步怎么做,方案答复不明白,58
75,方案答复,方案答复这一步怎么做,方案答复是哪一步？,58
75,方案答复,方案答复这一步怎么做,什么是方案答复,58
75,方案答复,方案答复这一步怎么做,啥是方案答复具体指什么,58
75,方案答复,方案答复这一步怎么做,方案答复的话，需要我怎么做呢,58
75,方案答复,方案答复这一步怎么做,方案答复是指？,58
79,装表接电,装表接电这一步怎么做,装表接电具体指什么,59
79,装表接电,装表接电这一步怎么做,装表接电是？,59
79,装表接电,装表接电这一步怎么做,装表接电是怎么回事,59
79,装表接电,装表接电这一步怎么做,装表接电需要我做什么嘛,59
79,装表接电,装表接电这一步怎么做,装表接电不太懂,59
79,装表接电,装表接电这一步怎么做,装表接电是啥,59
79,装表接电,装表接电这一步怎么做,装表接电，不是很明白,59
79,装表接电,装表接电这一步怎么做,不知道装表接电是啥,59
79,装表接电,装表接电这一步怎么做,不清楚装表接电是指啥,59
79,装表接电,装表接电这一步怎么做,装表接电是指？？,59
