id,query,label
2041,"我替我家里来办,是不是需要团级及以上证明","11,25"
2042,"我替我朋友来办,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","11,26"
2043,"我替我朋友来办,我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","11,26"
2044,"我替我家里来办,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","11,26"
2045,"我替我家里来办,我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","11,26"
2046,"我替我朋友来办,我在我们村里办电","11,27"
2047,"我替我朋友来办,我家是农村的","11,27"
2048,"我替我家里来办,我在我们村里办电","11,27"
2049,"我替我家里来办,我家是农村的","11,27"
2050,"我替我朋友来办,要乡镇及以上政府或规划部门的批复文件吗","11,28"
2051,"我替我朋友来办,需不需要乡镇及以上政府或规划部门的批复文件","11,28"
2052,"我替我家里来办,要乡镇及以上政府或规划部门的批复文件吗","11,28"
2053,"我替我家里来办,需不需要乡镇及以上政府或规划部门的批复文件","11,28"
2054,"我替我朋友来办,我这里是新盖的","11,29"
2055,"我替我朋友来办,我这里是新建的","11,29"
2056,"我替我家里来办,我这里是新盖的","11,29"
2057,"我替我家里来办,我这里是新建的","11,29"
2058,"我替我朋友来办,要立项、规划批复文件吗","11,30"
2059,"我替我朋友来办,要带立项、规划批复文件吗","11,30"
2060,"我替我家里来办,要立项、规划批复文件吗","11,30"
2061,"我替我家里来办,要带立项、规划批复文件吗","11,30"
2062,"我替我朋友来办,需要带立项文件吗","11,31"
2063,"我替我家里来办,需要带立项文件吗","11,31"
2064,"我替我朋友来办,要带规划批复文件吗","11,32"
2065,"我替我朋友来办,规划批复文件是不是也需要带着？","11,32"
2066,"我替我家里来办,要带规划批复文件吗","11,32"
2067,"我替我家里来办,规划批复文件是不是也需要带着？","11,32"
2068,"我替我朋友来办,是国家优惠价","11,33"
2069,"我替我朋友来办,国家给了优惠","11,33"
2070,"我替我家里来办,是国家优惠价","11,33"
2071,"我替我家里来办,国家给了优惠","11,33"
2072,"我替我朋友来办,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","11,34"
2073,"我替我朋友来办,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","11,34"
2074,"我替我家里来办,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","11,34"
2075,"我替我家里来办,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","11,34"
2076,"我替我朋友来办,外部工程施工具体指什么","11,35"
2077,"我替我朋友来办,外部工程施工指什么","11,35"
2078,"我替我家里来办,外部工程施工具体指什么","11,35"
2079,"我替我家里来办,外部工程施工指什么","11,35"
2080,"我替我朋友来办,装接电表具体指什么","11,36"
2081,"我替我朋友来办,装接电表是？","11,36"
2082,"我替我家里来办,装接电表具体指什么","11,36"
2083,"我替我家里来办,装接电表是？","11,36"
2084,"我替我朋友来办,高压","11,37"
2085,"我替我朋友来办,2000v","11,37"
2086,"我替我家里来办,高压","11,37"
2087,"我替我家里来办,2000v","11,37"
2088,"我替我朋友来办,要主体证明吗","11,38"
2089,"我替我朋友来办,是不是也要主体证明","11,38"
2090,"我替我家里来办,要主体证明吗","11,38"
2091,"我替我家里来办,是不是也要主体证明","11,38"
2092,"我替我朋友来办,我属于企业","11,39"
2093,"我替我朋友来办,我代表公司来的","11,39"
2094,"我替我家里来办,我属于企业","11,39"
2095,"我替我家里来办,我代表公司来的","11,39"
2096,"我替我朋友来办,我是机关事业单位的","11,40"
2097,"我替我朋友来办,我是代表机关事业单位来的","11,40"
2098,"我替我家里来办,我是机关事业单位的","11,40"
2099,"我替我家里来办,我是代表机关事业单位来的","11,40"
2100,"我替我朋友来办,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","11,41"
2101,"我替我朋友来办,要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","11,41"
2102,"我替我家里来办,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","11,41"
2103,"我替我家里来办,要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","11,41"
2104,"我替我朋友来办,要报装申请资料吗","11,42"
2105,"我替我朋友来办,需不需要报装申请资料","11,42"
2106,"我替我家里来办,要报装申请资料吗","11,42"
2107,"我替我家里来办,需不需要报装申请资料","11,42"
2108,"我替我朋友来办,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","11,43"
2109,"我替我朋友来办,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","11,43"
2110,"我替我家里来办,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","11,43"
2111,"我替我家里来办,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","11,43"
2112,"我替我朋友来办,要房屋产权证明吗","11,44"
2113,"我替我朋友来办,要房屋产权证明嘛","11,44"
2114,"我替我家里来办,要房屋产权证明吗","11,44"
2115,"我替我家里来办,要房屋产权证明嘛","11,44"
2116,"我替我朋友来办,这房子是我租的","11,45"
2117,"我替我朋友来办,是我租的房子","11,45"
2118,"我替我家里来办,这房子是我租的","11,45"
2119,"我替我家里来办,是我租的房子","11,45"
2120,"我替我朋友来办,要租赁协议复印件及产权人同意报装证明材料吗","11,46"
2121,"我替我朋友来办,我需要带着租赁协议复印件及产权人同意报装证明材料吗","11,46"
2122,"我替我家里来办,要租赁协议复印件及产权人同意报装证明材料吗","11,46"
2123,"我替我家里来办,我需要带着租赁协议复印件及产权人同意报装证明材料吗","11,46"
2124,"我替我朋友来办,要合法的土地使用证明吗","11,47"
2125,"我替我朋友来办,要合法的土地使用证明吗","11,47"
2126,"我替我家里来办,要合法的土地使用证明吗","11,47"
2127,"我替我家里来办,要合法的土地使用证明吗","11,47"
2128,"我替我朋友来办,要土地租赁协议及产权人同意报装证明材料吗","11,48"
2129,"我替我朋友来办,要带着土地租赁协议及产权人同意报装证明材料吗","11,48"
2130,"我替我家里来办,要土地租赁协议及产权人同意报装证明材料吗","11,48"
2131,"我替我家里来办,要带着土地租赁协议及产权人同意报装证明材料吗","11,48"
2132,"我替我朋友来办,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","11,49"
2133,"我替我朋友来办,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","11,49"
2134,"我替我家里来办,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","11,49"
2135,"我替我家里来办,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","11,49"
2136,"我替我朋友来办,是国家优惠电价","11,50"
2137,"我替我朋友来办,当时电价有打折","11,50"
2138,"我替我家里来办,是国家优惠电价","11,50"
2139,"我替我家里来办,当时电价有打折","11,50"
2140,"我替我朋友来办,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","11,51"
2141,"我替我朋友来办,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","11,51"
2142,"我替我家里来办,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","11,51"
2143,"我替我家里来办,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","11,51"
2144,"我替我朋友来办,要项目立项及批复吗","11,52"
2145,"我替我朋友来办,要带项目立项及批复吗","11,52"
2146,"我替我家里来办,要项目立项及批复吗","11,52"
2147,"我替我家里来办,要带项目立项及批复吗","11,52"
2148,"我替我朋友来办,要上级批准文件、立项批准文件吗","11,53"
2149,"我替我朋友来办,要上级批准文件吗","11,53"
2150,"我替我家里来办,要上级批准文件、立项批准文件吗","11,53"
2151,"我替我家里来办,要上级批准文件吗","11,53"
2152,"我替我朋友来办,要规划立项","11,54"
2153,"我替我家里来办,要规划立项","11,54"
2154,"我替我朋友来办,要建设工程规划许可证及附件吗","11,55"
2155,"我替我朋友来办,我需要带建设工程规划许可证及附件吗","11,55"
2156,"我替我家里来办,要建设工程规划许可证及附件吗","11,55"
2157,"我替我家里来办,我需要带建设工程规划许可证及附件吗","11,55"
2158,"我替我朋友来办,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户","11,56"
2159,"我替我朋友来办,我是做钢铁的","11,56"
2160,"我替我家里来办,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户","11,56"
2161,"我替我家里来办,我是做钢铁的","11,56"
2162,"我替我朋友来办,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗","11,57"
2163,"我替我朋友来办,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗","11,57"
2164,"我替我家里来办,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗","11,57"
2165,"我替我家里来办,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗","11,57"
2166,"我替我朋友来办,方案答复具体指什么","11,58"
2167,"我替我朋友来办,方案答复这一步我需要做什么？","11,58"
2168,"我替我家里来办,方案答复具体指什么","11,58"
2169,"我替我家里来办,方案答复这一步我需要做什么？","11,58"
2170,"我替我朋友来办,装表接电具体指什么","11,59"
2171,"我替我朋友来办,装表接电是？","11,59"
2172,"我替我家里来办,装表接电具体指什么","11,59"
2173,"我替我家里来办,装表接电是？","11,59"
2174,"要带委托人的身份证明吗,要带委托授权书吗","12,13"
2175,"要带委托人的身份证明吗,委托授权书也要吗","12,13"
2176,"委托人的身份证明需要吗,要带委托授权书吗","12,13"
2177,"委托人的身份证明需要吗,委托授权书也要吗","12,13"
2178,"要带委托人的身份证明吗,需要带房产证吗","12,14"
2179,"要带委托人的身份证明吗,需要带租赁协议复印件吗","12,14"
2180,"委托人的身份证明需要吗,需要带房产证吗","12,14"
2181,"委托人的身份证明需要吗,需要带租赁协议复印件吗","12,14"
2182,"要带委托人的身份证明吗,我这算是私人宅基地建筑","12,15"
2183,"要带委托人的身份证明吗,我家属于宅基地","12,15"
2184,"委托人的身份证明需要吗,我这算是私人宅基地建筑","12,15"
2185,"委托人的身份证明需要吗,我家属于宅基地","12,15"
2186,"要带委托人的身份证明吗,需要带政府的批复文件吗","12,16"
2187,"要带委托人的身份证明吗,需要带规划部门的批复文件吗","12,16"
2188,"委托人的身份证明需要吗,需要带政府的批复文件吗","12,16"
2189,"委托人的身份证明需要吗,需要带规划部门的批复文件吗","12,16"
2190,"要带委托人的身份证明吗,我是非居民","12,17"
2191,"要带委托人的身份证明吗,我不是居民","12,17"
2192,"委托人的身份证明需要吗,我是非居民","12,17"
2193,"委托人的身份证明需要吗,我不是居民","12,17"
2194,"要带委托人的身份证明吗,要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗","12,18"
2195,"要带委托人的身份证明吗,我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗","12,18"
2196,"委托人的身份证明需要吗,要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗","12,18"
2197,"委托人的身份证明需要吗,我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗","12,18"
2198,"要带委托人的身份证明吗,要带有效营业执照复印件吗","12,19"
2199,"要带委托人的身份证明吗,我需要要带有效营业执照复印件吗","12,19"
2200,"委托人的身份证明需要吗,要带有效营业执照复印件吗","12,19"
2201,"委托人的身份证明需要吗,我需要要带有效营业执照复印件吗","12,19"
2202,"要带委托人的身份证明吗,我是代表公司来的","12,20"
2203,"要带委托人的身份证明吗,我是代表我们公司来的","12,20"
2204,"委托人的身份证明需要吗,我是代表公司来的","12,20"
2205,"委托人的身份证明需要吗,我是代表我们公司来的","12,20"
2206,"要带委托人的身份证明吗,要带营业执照复印件吗","12,21"
2207,"要带委托人的身份证明吗,我需要要带有业执照复印件吗","12,21"
2208,"委托人的身份证明需要吗,要带营业执照复印件吗","12,21"
2209,"委托人的身份证明需要吗,我需要要带有业执照复印件吗","12,21"
2210,"要带委托人的身份证明吗,我是机关事业单位的","12,40"
2211,"要带委托人的身份证明吗,我是代表学校来的","12,22"
2212,"委托人的身份证明需要吗,我是机关事业单位的","12,40"
2213,"委托人的身份证明需要吗,我是代表学校来的","12,22"
2214,"要带委托人的身份证明吗,要事业法人证书或组织机构代码证复印件吗","12,23"
2215,"要带委托人的身份证明吗,要带事业法人证书或组织机构代码证复印件吗","12,23"
2216,"委托人的身份证明需要吗,要事业法人证书或组织机构代码证复印件吗","12,23"
2217,"委托人的身份证明需要吗,要带事业法人证书或组织机构代码证复印件吗","12,23"
2218,"要带委托人的身份证明吗,我是军队的","12,24"
2219,"要带委托人的身份证明吗,我是军队的","12,24"
2220,"委托人的身份证明需要吗,我是军队的","12,24"
2221,"委托人的身份证明需要吗,我是军队的","12,24"
2222,"要带委托人的身份证明吗,要团级及以上证明吗","12,25"
2223,"要带委托人的身份证明吗,是不是需要团级及以上证明","12,25"
2224,"委托人的身份证明需要吗,要团级及以上证明吗","12,25"
2225,"委托人的身份证明需要吗,是不是需要团级及以上证明","12,25"
2226,"要带委托人的身份证明吗,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","12,26"
2227,"要带委托人的身份证明吗,我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","12,26"
2228,"委托人的身份证明需要吗,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","12,26"
2229,"委托人的身份证明需要吗,我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","12,26"
2230,"要带委托人的身份证明吗,我在我们村里办电","12,27"
2231,"要带委托人的身份证明吗,我家是农村的","12,27"
2232,"委托人的身份证明需要吗,我在我们村里办电","12,27"
2233,"委托人的身份证明需要吗,我家是农村的","12,27"
2234,"要带委托人的身份证明吗,要乡镇及以上政府或规划部门的批复文件吗","12,28"
2235,"要带委托人的身份证明吗,需不需要乡镇及以上政府或规划部门的批复文件","12,28"
2236,"委托人的身份证明需要吗,要乡镇及以上政府或规划部门的批复文件吗","12,28"
2237,"委托人的身份证明需要吗,需不需要乡镇及以上政府或规划部门的批复文件","12,28"
2238,"要带委托人的身份证明吗,我这里是新盖的","12,29"
2239,"要带委托人的身份证明吗,我这里是新建的","12,29"
2240,"委托人的身份证明需要吗,我这里是新盖的","12,29"
2241,"委托人的身份证明需要吗,我这里是新建的","12,29"
2242,"要带委托人的身份证明吗,要立项、规划批复文件吗","12,30"
2243,"要带委托人的身份证明吗,要带立项、规划批复文件吗","12,30"
2244,"委托人的身份证明需要吗,要立项、规划批复文件吗","12,30"
2245,"委托人的身份证明需要吗,要带立项、规划批复文件吗","12,30"
2246,"要带委托人的身份证明吗,需要带立项文件吗","12,31"
2247,"委托人的身份证明需要吗,需要带立项文件吗","12,31"
2248,"要带委托人的身份证明吗,要带规划批复文件吗","12,32"
2249,"要带委托人的身份证明吗,规划批复文件是不是也需要带着？","12,32"
2250,"委托人的身份证明需要吗,要带规划批复文件吗","12,32"
2251,"委托人的身份证明需要吗,规划批复文件是不是也需要带着？","12,32"
2252,"要带委托人的身份证明吗,是国家优惠价","12,33"
2253,"要带委托人的身份证明吗,国家给了优惠","12,33"
2254,"委托人的身份证明需要吗,是国家优惠价","12,33"
2255,"委托人的身份证明需要吗,国家给了优惠","12,33"
2256,"要带委托人的身份证明吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","12,34"
2257,"要带委托人的身份证明吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","12,34"
2258,"委托人的身份证明需要吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","12,34"
2259,"委托人的身份证明需要吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","12,34"
2260,"要带委托人的身份证明吗,外部工程施工具体指什么","12,35"
2261,"要带委托人的身份证明吗,外部工程施工指什么","12,35"
2262,"委托人的身份证明需要吗,外部工程施工具体指什么","12,35"
2263,"委托人的身份证明需要吗,外部工程施工指什么","12,35"
2264,"要带委托人的身份证明吗,装接电表具体指什么","12,36"
2265,"要带委托人的身份证明吗,装接电表是？","12,36"
2266,"委托人的身份证明需要吗,装接电表具体指什么","12,36"
2267,"委托人的身份证明需要吗,装接电表是？","12,36"
2268,"要带委托人的身份证明吗,高压","12,37"
2269,"要带委托人的身份证明吗,2000v","12,37"
2270,"委托人的身份证明需要吗,高压","12,37"
2271,"委托人的身份证明需要吗,2000v","12,37"
2272,"要带委托人的身份证明吗,要主体证明吗","12,38"
2273,"要带委托人的身份证明吗,是不是也要主体证明","12,38"
2274,"委托人的身份证明需要吗,要主体证明吗","12,38"
2275,"委托人的身份证明需要吗,是不是也要主体证明","12,38"
2276,"要带委托人的身份证明吗,我属于企业","12,39"
2277,"要带委托人的身份证明吗,我代表公司来的","12,39"
2278,"委托人的身份证明需要吗,我属于企业","12,39"
2279,"委托人的身份证明需要吗,我代表公司来的","12,39"
2280,"要带委托人的身份证明吗,我是机关事业单位的","12,40"
2281,"要带委托人的身份证明吗,我是代表机关事业单位来的","12,40"
2282,"委托人的身份证明需要吗,我是机关事业单位的","12,40"
2283,"委托人的身份证明需要吗,我是代表机关事业单位来的","12,40"
2284,"要带委托人的身份证明吗,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","12,41"
2285,"要带委托人的身份证明吗,要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","12,41"
2286,"委托人的身份证明需要吗,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","12,41"
2287,"委托人的身份证明需要吗,要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","12,41"
2288,"要带委托人的身份证明吗,要报装申请资料吗","12,42"
2289,"要带委托人的身份证明吗,需不需要报装申请资料","12,42"
2290,"委托人的身份证明需要吗,要报装申请资料吗","12,42"
2291,"委托人的身份证明需要吗,需不需要报装申请资料","12,42"
2292,"要带委托人的身份证明吗,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","12,43"
2293,"要带委托人的身份证明吗,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","12,43"
2294,"委托人的身份证明需要吗,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","12,43"
2295,"委托人的身份证明需要吗,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","12,43"
2296,"要带委托人的身份证明吗,要房屋产权证明吗","12,44"
2297,"要带委托人的身份证明吗,要房屋产权证明嘛","12,44"
2298,"委托人的身份证明需要吗,要房屋产权证明吗","12,44"
2299,"委托人的身份证明需要吗,要房屋产权证明嘛","12,44"
2300,"要带委托人的身份证明吗,这房子是我租的","12,45"
2301,"要带委托人的身份证明吗,是我租的房子","12,45"
2302,"委托人的身份证明需要吗,这房子是我租的","12,45"
2303,"委托人的身份证明需要吗,是我租的房子","12,45"
2304,"要带委托人的身份证明吗,要租赁协议复印件及产权人同意报装证明材料吗","12,46"
2305,"要带委托人的身份证明吗,我需要带着租赁协议复印件及产权人同意报装证明材料吗","12,46"
2306,"委托人的身份证明需要吗,要租赁协议复印件及产权人同意报装证明材料吗","12,46"
2307,"委托人的身份证明需要吗,我需要带着租赁协议复印件及产权人同意报装证明材料吗","12,46"
2308,"要带委托人的身份证明吗,要合法的土地使用证明吗","12,47"
2309,"要带委托人的身份证明吗,要合法的土地使用证明吗","12,47"
2310,"委托人的身份证明需要吗,要合法的土地使用证明吗","12,47"
2311,"委托人的身份证明需要吗,要合法的土地使用证明吗","12,47"
2312,"要带委托人的身份证明吗,要土地租赁协议及产权人同意报装证明材料吗","12,48"
2313,"要带委托人的身份证明吗,要带着土地租赁协议及产权人同意报装证明材料吗","12,48"
2314,"委托人的身份证明需要吗,要土地租赁协议及产权人同意报装证明材料吗","12,48"
2315,"委托人的身份证明需要吗,要带着土地租赁协议及产权人同意报装证明材料吗","12,48"
2316,"要带委托人的身份证明吗,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","12,49"
2317,"要带委托人的身份证明吗,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","12,49"
2318,"委托人的身份证明需要吗,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","12,49"
2319,"委托人的身份证明需要吗,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","12,49"
2320,"要带委托人的身份证明吗,是国家优惠电价","12,50"
2321,"要带委托人的身份证明吗,当时电价有打折","12,50"
2322,"委托人的身份证明需要吗,是国家优惠电价","12,50"
2323,"委托人的身份证明需要吗,当时电价有打折","12,50"
2324,"要带委托人的身份证明吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","12,51"
2325,"要带委托人的身份证明吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","12,51"
2326,"委托人的身份证明需要吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","12,51"
2327,"委托人的身份证明需要吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","12,51"
2328,"要带委托人的身份证明吗,要项目立项及批复吗","12,52"
2329,"要带委托人的身份证明吗,要带项目立项及批复吗","12,52"
2330,"委托人的身份证明需要吗,要项目立项及批复吗","12,52"
2331,"委托人的身份证明需要吗,要带项目立项及批复吗","12,52"
2332,"要带委托人的身份证明吗,要上级批准文件、立项批准文件吗","12,53"
2333,"要带委托人的身份证明吗,要上级批准文件吗","12,53"
2334,"委托人的身份证明需要吗,要上级批准文件、立项批准文件吗","12,53"
2335,"委托人的身份证明需要吗,要上级批准文件吗","12,53"
2336,"要带委托人的身份证明吗,要规划立项","12,54"
2337,"委托人的身份证明需要吗,要规划立项","12,54"
2338,"要带委托人的身份证明吗,要建设工程规划许可证及附件吗","12,55"
2339,"要带委托人的身份证明吗,我需要带建设工程规划许可证及附件吗","12,55"
2340,"委托人的身份证明需要吗,要建设工程规划许可证及附件吗","12,55"
2341,"委托人的身份证明需要吗,我需要带建设工程规划许可证及附件吗","12,55"
2342,"要带委托人的身份证明吗,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户","12,56"
2343,"要带委托人的身份证明吗,我是做钢铁的","12,56"
2344,"委托人的身份证明需要吗,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户","12,56"
2345,"委托人的身份证明需要吗,我是做钢铁的","12,56"
2346,"要带委托人的身份证明吗,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗","12,57"
2347,"要带委托人的身份证明吗,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗","12,57"
2348,"委托人的身份证明需要吗,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗","12,57"
2349,"委托人的身份证明需要吗,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗","12,57"
2350,"要带委托人的身份证明吗,方案答复具体指什么","12,58"
2351,"要带委托人的身份证明吗,方案答复这一步我需要做什么？","12,58"
2352,"委托人的身份证明需要吗,方案答复具体指什么","12,58"
2353,"委托人的身份证明需要吗,方案答复这一步我需要做什么？","12,58"
2354,"要带委托人的身份证明吗,装表接电具体指什么","12,59"
2355,"要带委托人的身份证明吗,装表接电是？","12,59"
2356,"委托人的身份证明需要吗,装表接电具体指什么","12,59"
2357,"委托人的身份证明需要吗,装表接电是？","12,59"
2358,"要带委托授权书吗,需要带房产证吗","13,14"
2359,"要带委托授权书吗,需要带租赁协议复印件吗","13,14"
2360,"委托授权书也要吗,需要带房产证吗","13,14"
2361,"委托授权书也要吗,需要带租赁协议复印件吗","13,14"
2362,"要带委托授权书吗,我这算是私人宅基地建筑","13,15"
2363,"要带委托授权书吗,我家属于宅基地","13,15"
2364,"委托授权书也要吗,我这算是私人宅基地建筑","13,15"
2365,"委托授权书也要吗,我家属于宅基地","13,15"
2366,"要带委托授权书吗,需要带政府的批复文件吗","13,16"
2367,"要带委托授权书吗,需要带规划部门的批复文件吗","13,16"
2368,"委托授权书也要吗,需要带政府的批复文件吗","13,16"
2369,"委托授权书也要吗,需要带规划部门的批复文件吗","13,16"
2370,"要带委托授权书吗,我是非居民","13,17"
2371,"要带委托授权书吗,我不是居民","13,17"
2372,"委托授权书也要吗,我是非居民","13,17"
2373,"委托授权书也要吗,我不是居民","13,17"
2374,"要带委托授权书吗,要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗","13,18"
2375,"要带委托授权书吗,我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗","13,18"
2376,"委托授权书也要吗,要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗","13,18"
2377,"委托授权书也要吗,我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗","13,18"
2378,"要带委托授权书吗,要带有效营业执照复印件吗","13,19"
2379,"要带委托授权书吗,我需要要带有效营业执照复印件吗","13,19"
2380,"委托授权书也要吗,要带有效营业执照复印件吗","13,19"
2381,"委托授权书也要吗,我需要要带有效营业执照复印件吗","13,19"
2382,"要带委托授权书吗,我是代表公司来的","13,20"
2383,"要带委托授权书吗,我是代表我们公司来的","13,20"
2384,"委托授权书也要吗,我是代表公司来的","13,20"
2385,"委托授权书也要吗,我是代表我们公司来的","13,20"
2386,"要带委托授权书吗,要带营业执照复印件吗","13,21"
2387,"要带委托授权书吗,我需要要带有业执照复印件吗","13,21"
2388,"委托授权书也要吗,要带营业执照复印件吗","13,21"
2389,"委托授权书也要吗,我需要要带有业执照复印件吗","13,21"
2390,"要带委托授权书吗,我是机关事业单位的","13,40"
2391,"要带委托授权书吗,我是代表学校来的","13,22"
2392,"委托授权书也要吗,我是机关事业单位的","13,40"
2393,"委托授权书也要吗,我是代表学校来的","13,22"
2394,"要带委托授权书吗,要事业法人证书或组织机构代码证复印件吗","13,23"
2395,"要带委托授权书吗,要带事业法人证书或组织机构代码证复印件吗","13,23"
2396,"委托授权书也要吗,要事业法人证书或组织机构代码证复印件吗","13,23"
2397,"委托授权书也要吗,要带事业法人证书或组织机构代码证复印件吗","13,23"
2398,"要带委托授权书吗,我是军队的","13,24"
2399,"要带委托授权书吗,我是军队的","13,24"
2400,"委托授权书也要吗,我是军队的","13,24"
2401,"委托授权书也要吗,我是军队的","13,24"
2402,"要带委托授权书吗,要团级及以上证明吗","13,25"
2403,"要带委托授权书吗,是不是需要团级及以上证明","13,25"
2404,"委托授权书也要吗,要团级及以上证明吗","13,25"
2405,"委托授权书也要吗,是不是需要团级及以上证明","13,25"
2406,"要带委托授权书吗,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","13,26"
2407,"要带委托授权书吗,我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","13,26"
2408,"委托授权书也要吗,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","13,26"
2409,"委托授权书也要吗,我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","13,26"
2410,"要带委托授权书吗,我在我们村里办电","13,27"
